subID,task,Video,Track,Timestamp,Attribute,Value,Comment
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,138.36,skill:score,8:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,148.28,skill:score,8:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,153.84,skill:score,"20:2, 31:2",
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,161.08,skill:score,6:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,172.56,skill:score,"24:2, 33:2",
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,176.2,skill:score,1:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,181.52,skill:score,24.2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,183.12,skill:score,27:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,197.48,skill:score,3:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,210.48,skill:score,"29:2, 10:3",
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,213.36,skill:score,23:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,213.84,skill:score,6:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,227.52,skill:score,8:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,246.12,skill:score,7:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,252.12,skill:score,26:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,275.48,skill:score,"6:2, 21:2",
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,280.92,skill:score,12:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,292.72,skill:score,8:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,312.76,skill:score,"23:2, 8:2, 7:2",
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,327.04,skill:score,23:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,353.8,skill:score,8:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,367.44,skill:score,8:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,375.56,skill:score,24:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,378.04,skill:score,"31:2, 13:2",
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,393.8,skill:score,24:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,411.2,skill:score,8:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,422.8,skill:score,"8:2, 13:2",
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,437.6,skill:score,24:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,453.48,skill:score,8:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,495.64,skill:score,24:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,499,skill:score,"27:2, 23:2",
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,505.36,skill:score,13:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,509.28,skill:score,23:2,
P15,sandwich,P15_sandwich_2_varjo__2022-02-15_14-17-41-821.mp4,error frame,556.8,skill:score,10:2,
P5,cereal,P5_cereal_2_merged_varjo.mp4,error frame,7.84,skill:score,"31:2, 6:2",
P5,cereal,P5_cereal_2_merged_varjo.mp4,error frame,11.84,skill:score,13:2,
P5,cereal,P5_cereal_2_merged_varjo.mp4,error frame,19.36,skill:score,"13:2, 31:2",
P5,cereal,P5_cereal_2_merged_varjo.mp4,error frame,25,skill:score,"6:2, 8: 2",
P5,cereal,P5_cereal_2_merged_varjo.mp4,error frame,32.36,skill:score,1:2,
P5,cereal,P5_cereal_2_merged_varjo.mp4,error frame,33.48,skill:score,3:2,
P5,cereal,P5_cereal_2_merged_varjo.mp4,error frame,39.12,skill:score,13:2,
P5,cereal,P5_cereal_2_merged_varjo.mp4,error frame,41.16,skill:score,8:2,
P5,cereal,P5_cereal_2_merged_varjo.mp4,error frame,43.04,skill:score,31:2,
P5,cereal,P5_cereal_2_merged_varjo.mp4,error frame,45.16,skill:score,3:2,
P5,cereal,P5_cereal_2_merged_varjo.mp4,error frame,53.24,skill:score,13:2,
P5,cereal,P5_cereal_2_merged_varjo.mp4,error frame,56.04,skill:score,13:2,
P5,cereal,P5_cereal_2_merged_varjo.mp4,error frame,57.04,skill:score,24:2,
P5,cereal,P5_cereal_2_merged_varjo.mp4,error frame,59.44,skill:score,"31:2, 6:2",
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,11.16,skill:score,23:2,
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,22.84,skill:score,"31:2, 13:2",
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,30.96,skill:score,"6:2, 13:2, 21:2",
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,34.6,skill:score,"31:2, 13:2, 33:2",
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,52.36,skill:score,26:2,
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,58.24,skill:score,6:2,
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,63.12,skill:score,"31:2, 21:2",
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,66.16,skill:score,"6:2, 21:2",
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,74,skill:score,3:2,
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,86.48,skill:score,27:2,
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,94.04,skill:score,3:2,
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,123.76,skill:score,"31:2, 13:2",
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,137.72,skill:score,"31:2, 13:2",
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,140.32,skill:score,10:2,
P24,cereal,P24_cereal_2_merged_varjo.mp4,error frame,145.2,skill:score,31:2,
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,12.88,skill:score,"6:2, 27:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,14.84,skill:score,"31:2, 13:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,16.2,skill:score,"31:2, 13:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,20.88,skill:score,"31:2, 13:2, 21:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,23.52,skill:score,"27:2, 7:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,24.76,skill:score,"31:2, 13:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,28.24,skill:score,23:2,
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,40.64,skill:score,"31:2, 13:2, 21:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,50.56,skill:score,"31:2, 13:2, 21:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,53.32,skill:score,3:2,
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,56.08,skill:score,"31:2, 13:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,56.72,skill:score,"6:2, 13:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,59.32,skill:score,"3:2, 1:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,73.96,skill:score,"31:2, 13:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,83.2,skill:score,"6:2, 8:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,99.28,skill:score,"6:2, 13:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,102.32,skill:score,32:2,
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,103.04,skill:score,7:2,
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,103.88,skill:score,21:2,
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,104.96,skill:score,33:2,
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,107.24,skill:score,"31:2, 13:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,115.72,skill:score,"31:2, 13:2, 21:2",
P2,cereal,P2_cereal_2_merged_varjo.mp4,error frame,116.88,skill:score,"31:2, 13:2",
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,15.4,skill:score,"31:2, 10>2",
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,16.48,skill:score,6:2,
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,19.6,skill:score,7:2,
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,21.76,skill:score,31:2,
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,22.72,skill:score,"6:2, 13:2",
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,24.92,skill:score,6:3,
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,26.96,skill:score,16:2,
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,35.48,skill:score,3:2,
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,54.6,skill:score,"31:2, 33:2",
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,60.32,skill:score,"31:2,",
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,86.72,skill:score,"31:2,",
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,89.72,skill:score,"31:2,",
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,104.8,skill:score,6:3,
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,107.48,skill:score,"3:2, 1:2",
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,110.12,skill:score,"31:2, 21:2",
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,126.2,skill:score,"10:2, 29:2",
P21,cereal,P21_cereal_2_merged_varjo.mp4,error frame,145.12,skill:score,"31:2, 13:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,18.2,skill:score,"6:2, 8:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,19.32,skill:score,"6:2, 13:2, 3:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,22.4,skill:score,10:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,32.72,skill:score,3:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,45.36,skill:score,31:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,47.16,skill:score,33:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,53.36,skill:score,27:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,58.72,skill:score,"31:2, 13:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,91.2,skill:score,"6:2, 8:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,95.72,skill:score,27:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,105.12,skill:score,"31:2, 13:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,116.84,skill:score,33:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,131.8,skill:score,"6:2, 8:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,135.64,skill:score,"6:2, 8:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,144.16,skill:score,"31:2, 13:2, 16:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,148.24,skill:score,6:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,173.92,skill:score,29:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,175.24,skill:score,"31:2, 16:2, 13:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,176.84,skill:score,29:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,178.08,skill:score,29:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,188,skill:score,"24:2, 29:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,194.08,skill:score,27:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,195.52,skill:score,6:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,196.24,skill:score,"33:2, 10:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,198.96,skill:score,"1:2, 3:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,217.24,skill:score,24:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,219.92,skill:score,23:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,222.32,skill:score,"31:2, 13:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,222.76,skill:score,29:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,225.4,skill:score,10:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,235.44,skill:score,"31:2, 13:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,241.88,skill:score,10:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,248.24,skill:score,33:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,267,skill:score,"6:2, 8:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,268.56,skill:score,"3:2, 1:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,270.96,skill:score,3:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,278.84,skill:score,"6:2, 8:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,286.96,skill:score,"23:2, 24:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,289.92,skill:score,6:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,291.8,skill:score,3:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,294.92,skill:score,23:3,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,301,skill:score,23:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,307.8,skill:score,"31:2, 13:2, 16:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,311.24,skill:score,24:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,319.56,skill:score,6:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,334.4,skill:score,"29:2, 10:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,335.96,skill:score,"10:2, 24:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,336.96,skill:score,"31:2, 29:2, 13:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,339.52,skill:score,"24:2, 16:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,349,skill:score,"31:2, 13:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,351.72,skill:score,23:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,352.6,skill:score,16:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,355.04,skill:score,27:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,356.88,skill:score,27:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,360.32,skill:score,19:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,363.12,skill:score,31:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,364.64,skill:score,23:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,368.08,skill:score,31:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,368.72,skill:score,10:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,371.12,skill:score,"33:2, 10:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,381.56,skill:score,33:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,387.44,skill:score,"31:2, 16:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,389.88,skill:score,"31:2, 13:2, 19:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,391.36,skill:score,33:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,395.12,skill:score,29:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,395.32,skill:score,"29:2, 10:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,400.32,skill:score,"31:2, 13:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,401.32,skill:score,10:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,409.88,skill:score,"26:2, 3:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,412.76,skill:score,"33:2, 3:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,415.92,skill:score,"33:2, 3:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,422.64,skill:score,"31:2, 13:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,423.16,skill:score,10:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,433.68,skill:score,23:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,442.36,skill:score,27:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,445.12,skill:score,32:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,449.32,skill:score,"31:2, 13:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,450.64,skill:score,"31:2, 13:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,457.96,skill:score,3:2,
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,460.2,skill:score,"3:2, 7:2",
P13,sandwich,P13_sandwich_2_merged_varjo_2022-02-07_11-37-59-818.mp4,error frame,463,skill:score,10:2,
